date,day_of_week,month,week_of_year,is_weekend,season,festival_intensity,is_festival,temperature,humidity,aqi,rainfall,age,severity_score,current_bed_demand,total_beds,icu_beds,doctors_count,nurses_count,hospital_type,lag_1_day,lag_7_day,lag_14_day,rolling_avg_7,rolling_avg_14,rolling_std_7
1996-09-09,0,9,37,0,Monsoon,0,0,28.3327677691296,93.86632177181245,248.7589528803622,5.0730769373102405,9,1,685,850,120,180,360,Government,683.0,727.0,807.0,764.7142857142857,741.0,58.085323119569146
1996-09-10,1,9,37,0,Monsoon,0,0,24.54701926773309,86.47299209076587,273.67881969485677,17.138350382100136,39,3,773,850,120,180,360,Government,685.0,757.0,703.0,767.0,746.0,58.04595880277389
1996-09-11,2,9,37,0,Monsoon,0,0,29.127094055037016,83.4688769709143,135.32904570803572,38.92639322008486,1,4,807,850,120,180,360,Government,773.0,807.0,789.0,767.0,747.2857142857143,58.04595880277389
1996-09-12,3,9,37,0,Monsoon,0,0,26.198083930243584,74.7722682509373,175.8580810787699,44.533722529574355,38,2,709,850,120,180,360,Government,807.0,807.0,807.0,753.0,740.2857142857143,58.60602926889574
1996-09-13,4,9,37,0,Monsoon,0,0,27.124918750620168,84.50119884567104,157.5066849644916,35.66511008368208,46,2,759,850,120,180,360,Government,709.0,807.0,722.0,746.1428571428571,742.9285714285714,53.84987951527398
1996-09-14,5,9,37,1,Monsoon,0,0,26.194880163311808,89.94053910737387,158.98804625675115,0.8873560127709192,6,1,605,850,120,180,360,Government,759.0,807.0,675.0,717.2857142857143,737.9285714285714,68.05320047755366
1996-09-15,6,9,37,1,Monsoon,0,0,33.55683455352681,90.67380056540578,239.29541277149312,34.39389509515276,54,3,792,850,120,180,360,Government,605.0,683.0,598.0,732.8571428571429,751.7857142857143,71.29382528529052
1996-09-16,0,9,38,0,Monsoon,0,0,27.9595083257862,88.02619039431046,114.40192273169392,45.87075835192987,84,3,807,850,120,180,360,Government,792.0,685.0,727.0,750.2857142857143,757.5,72.54588039237488
1996-09-17,1,9,38,0,Monsoon,0,0,24.8268672131323,81.75220543022657,203.3234845468153,1.1684591110096503,77,3,803,850,120,180,360,Government,807.0,773.0,757.0,754.5714285714286,760.7857142857143,74.95744824644878
1996-09-18,2,9,38,0,Monsoon,0,0,30.467634736309567,73.13907058631446,216.41190536529328,10.76670788715874,8,1,595,850,120,180,360,Government,803.0,807.0,807.0,724.2857142857143,745.6428571428571,91.29204836807044
1996-09-19,3,9,38,0,Monsoon,0,0,24.337469050086934,82.02870941197159,172.89244131990904,15.38373889046233,41,2,715,850,120,180,360,Government,595.0,709.0,807.0,725.1428571428571,739.0714285714286,91.15267151219179
1996-09-20,4,9,38,0,Monsoon,0,0,28.626590785014265,83.17393077367629,224.65339134933865,5.298861429648182,40,2,799,850,120,180,360,Government,715.0,759.0,807.0,730.8571428571429,738.5,94.8093324721229
1996-09-21,5,9,38,1,Monsoon,0,0,22.12098962836067,83.12242619685992,187.38259202687252,14.541760427201535,31,3,691,850,120,180,360,Government,799.0,605.0,807.0,743.1428571428571,730.2142857142857,80.23388430380395
1996-09-22,6,9,38,1,Monsoon,0,0,24.015441853304708,88.71133814186754,240.8564960578056,43.42338161738677,6,1,732,850,120,180,360,Government,691.0,792.0,683.0,734.5714285714286,733.7142857142857,77.29565995331858
1996-09-23,0,9,39,0,Monsoon,0,0,28.590583707607372,96.91405846608903,103.88973475370729,40.33947922106517,37,2,805,850,120,180,360,Government,732.0,807.0,685.0,734.2857142857143,742.2857142857143,76.9863933556104
1996-09-24,1,9,39,0,Monsoon,0,0,30.215399739986232,85.74117521104655,162.56123694965655,56.214048169959845,8,1,672,850,120,180,360,Government,805.0,803.0,773.0,715.5714285714286,735.0714285714286,73.33452379986113
1996-09-25,2,9,39,0,Monsoon,0,0,28.51410484356991,83.69960926506123,176.40934285744828,13.237226474587732,1,4,807,850,120,180,360,Government,672.0,595.0,807.0,745.8571428571429,735.0714285714286,57.2550683969801
1996-09-26,3,9,39,0,Monsoon,0,0,27.65305515283528,83.44466912197544,50.0,10.571882565860362,9,1,745,850,120,180,360,Government,807.0,715.0,709.0,750.1428571428571,737.6428571428571,55.660963494561145
1996-09-27,4,9,39,0,Monsoon,0,0,27.096688913232132,85.74630860144629,125.70236332107326,21.919584306945588,0,2,802,850,120,180,360,Government,745.0,799.0,759.0,750.5714285714286,740.7142857142857,56.10958665224442
1996-09-28,5,9,39,1,Monsoon,0,0,23.56443402889772,80.0302374379096,139.3200372820607,10.783150077323945,18,1,613,850,120,180,360,Government,802.0,691.0,605.0,739.4285714285714,741.2857142857143,74.60754462040502
1996-09-29,6,9,39,1,Monsoon,0,0,25.840467374815873,85.72119135247632,227.41029974116748,0.8569933939809644,6,1,743,850,120,180,360,Government,613.0,732.0,792.0,741.0,737.7857142857143,74.54081655934112
1996-09-30,0,9,40,0,Monsoon,0,0,26.618083687120638,87.7048740179908,144.65783268426998,25.453703743816767,5,1,807,850,120,180,360,Government,743.0,805.0,807.0,741.2857142857143,737.7857142857143,74.83028416738398
1996-10-01,1,10,40,0,Spring,2,1,30.22848890487566,52.51623276289386,239.09605063470113,0.2638972693728836,6,1,748,850,120,180,360,Government,807.0,672.0,803.0,752.1428571428571,733.8571428571429,68.33356562097573
1996-10-02,2,10,40,0,Spring,2,1,27.374473158273844,55.490503208057376,320.8742890328096,0.04026474273426718,7,1,776,850,120,180,360,Government,748.0,807.0,595.0,747.7142857142857,746.7857142857143,65.11455107658172
1996-10-03,3,10,40,0,Spring,2,1,18.947839378549062,55.20497131218242,199.10446771049726,0.016669327824792645,32,2,779,850,120,180,360,Government,776.0,745.0,715.0,752.5714285714286,751.3571428571429,66.1383830637378
1996-10-04,4,10,40,0,Spring,2,1,27.296335877579182,28.737239813042677,176.4377966278214,2.1431186444620023,36,3,807,850,120,180,360,Government,779.0,802.0,799.0,753.2857142857143,751.9285714285714,66.78501400193085
1996-10-05,5,10,40,1,Spring,2,1,24.459670878334734,57.642441900744835,261.9203849965327,0.23236313760427915,4,2,807,850,120,180,360,Government,807.0,613.0,691.0,781.0,760.2142857142857,27.658633371878565
1996-10-06,6,10,40,1,Spring,2,1,23.292311998776164,41.94782185205056,207.61466159608224,0.47521970171010103,40,4,795,850,120,180,360,Government,807.0,743.0,732.0,788.4285714285714,764.7142857142857,22.195023037136956
1996-10-07,0,10,41,0,Spring,2,1,28.44670515536347,36.849930043952504,209.51603526701754,2.4058626451111986,0,2,807,850,120,180,360,Government,795.0,807.0,805.0,788.4285714285714,764.8571428571429,22.195023037136956
1996-10-08,1,10,41,0,Spring,2,1,30.123998089983804,36.746578065740046,308.6716895843991,0.5041634135528968,42,4,807,850,120,180,360,Government,807.0,748.0,672.0,796.8571428571429,774.5,13.957418235816876
1996-10-09,2,10,41,0,Spring,2,1,29.725120476464795,55.20249932567035,323.79869189562896,0.06549691632077334,2,3,807,850,120,180,360,Government,807.0,776.0,807.0,801.2857142857143,774.5,10.796824930108702
1996-10-10,3,10,41,0,Spring,2,1,22.643129907109447,47.32910087330176,319.44321079260624,0.6422554440589116,55,3,807,850,120,180,360,Government,807.0,779.0,745.0,805.2857142857143,778.9285714285714,4.5355736761092444
1996-10-11,4,10,41,0,Spring,2,1,24.76315049659514,29.816374592175073,335.43883301536164,0.07386650752337696,2,2,766,850,120,180,360,Government,807.0,807.0,802.0,799.4285714285714,776.3571428571429,15.404081091895868
1996-10-12,5,10,41,1,Spring,2,1,27.325053725614257,55.7364537823074,342.0567160007401,0.07993395453776624,2,3,807,850,120,180,360,Government,766.0,807.0,613.0,799.4285714285714,790.2142857142857,15.404081091895868
1996-10-13,6,10,41,1,Spring,2,1,29.902180508489437,32.72470243041408,173.57048955865346,1.5256127579895402,9,1,634,850,120,180,360,Government,807.0,795.0,743.0,776.4285714285714,782.4285714285714,64.63708208878542
1996-10-14,0,10,42,0,Spring,2,1,24.08330304861884,51.67785630221853,302.5205979964733,0.2733407304013501,26,1,725,850,120,180,360,Government,634.0,807.0,807.0,764.7142857142857,776.5714285714286,65.59653010567534
1996-10-15,1,10,42,0,Spring,2,1,25.25736409334473,52.86198710807665,253.51959002152205,0.9082298154405501,10,1,803,850,120,180,360,Government,725.0,807.0,748.0,764.1428571428571,780.5,65.18289287696223
1996-10-16,2,10,42,0,Spring,2,1,21.574660103975887,60.62692498034054,242.6287877004782,0.5689256478880108,4,2,807,850,120,180,360,Government,803.0,807.0,776.0,764.1428571428571,782.7142857142857,65.18289287696223
1996-10-17,3,10,42,0,Spring,2,1,21.215173503677317,71.38021743760221,308.0207316104353,0.20115900365207656,9,1,794,850,120,180,360,Government,807.0,807.0,779.0,762.2857142857143,783.7857142857143,63.93151097258774
1996-10-18,4,10,42,0,Spring,2,1,29.250103289576792,33.6238840891935,193.4852260052124,0.583550728033868,4,2,805,850,120,180,360,Government,794.0,766.0,807.0,767.8571428571429,783.6428571428571,65.97582529843436
1996-10-19,5,10,42,1,Spring,2,1,31.42496011428329,49.370313727243406,192.444569706384,0.05719124683962493,3,2,798,850,120,180,360,Government,805.0,807.0,807.0,766.5714285714286,783.0,65.1686456891072
1996-10-20,6,10,42,1,Spring,5,1,25.711959513678664,46.68397645946939,411.6786372040859,0.34120271471006247,8,1,770,850,120,180,360,Government,798.0,634.0,795.0,786.0,781.2142857142857,29.653555155045712
1996-10-21,0,10,43,0,Spring,5,1,30.014131591568095,55.204996231531545,404.3893008755449,0.5919164026001812,29,1,807,850,120,180,360,Government,770.0,725.0,807.0,797.7142857142857,781.2142857142857,13.136644494368836
1996-10-22,1,10,43,0,Spring,5,1,27.446544100190536,52.588025251203426,386.8366327935755,0.2074253280716222,47,3,807,850,120,180,360,Government,807.0,803.0,807.0,798.2857142857143,781.2142857142857,13.487207342691976
1996-10-23,2,10,43,0,Spring,5,1,23.419520981579502,45.769445087160555,336.00432976384315,0.863490510860006,54,2,807,850,120,180,360,Government,807.0,807.0,807.0,798.2857142857143,781.2142857142857,13.487207342691976
1996-10-24,3,10,43,0,Spring,5,1,27.445582422033656,44.70917373666973,417.1914817291062,0.042561921255718824,27,3,807,850,120,180,360,Government,807.0,794.0,807.0,800.1428571428571,781.2142857142857,13.692194509142533
1996-10-25,4,10,43,0,Spring,5,1,32.15214626586388,36.602589737791426,414.01514460302377,0.5305754528655598,11,1,807,850,120,180,360,Government,807.0,805.0,766.0,800.4285714285714,784.1428571428571,13.830607878387589
1996-10-26,5,10,43,1,Spring,2,1,25.856695843560193,61.85433898887811,284.2652257523727,1.0042010370637204,73,5,807,850,120,180,360,Government,807.0,798.0,807.0,801.7142857142857,784.1428571428571,13.984685501341508
1996-10-27,6,10,43,1,Spring,2,1,32.258574623256024,55.51045017919435,221.13394793651142,0.4496194313774635,51,4,807,850,120,180,360,Government,807.0,770.0,634.0,807.0,796.5,0.0
1996-10-28,0,10,44,0,Spring,2,1,15.521019583641023,61.01321837354165,258.73758271352466,1.660910660688564,27,2,761,850,120,180,360,Government,807.0,807.0,725.0,800.4285714285714,799.0714285714286,17.386365758424542
1996-10-29,1,10,44,0,Spring,2,1,29.287610017500896,46.275246362293835,321.89168387622215,0.8001570721151241,6,1,721,850,120,180,360,Government,761.0,807.0,803.0,788.1428571428571,793.2142857142857,34.21222282278945
1996-10-30,2,10,44,0,Spring,2,1,26.348188272952687,42.11797437566683,346.35956114008934,2.5455129351462493,32,1,703,850,120,180,360,Government,721.0,807.0,807.0,773.2857142857143,785.7857142857143,45.408201482824325
1996-10-31,3,10,44,0,Spring,2,1,24.80397059813653,37.06021920044927,263.6731698311836,0.26739620485532933,3,4,807,850,120,180,360,Government,703.0,807.0,794.0,773.2857142857143,786.7142857142857,45.408201482824325
1996-11-01,4,11,44,0,Spring,5,1,26.36704310614201,54.30701100488791,367.5163516095869,2.2347470177753745,48,2,807,850,120,180,360,Government,807.0,807.0,805.0,773.2857142857143,786.8571428571429,45.408201482824325
1996-11-02,5,11,44,1,Spring,5,1,18.04972434159643,37.52248130566119,371.9155445987469,0.7467954749978838,1,2,805,850,120,180,360,Government,807.0,807.0,798.0,773.0,787.3571428571429,45.16635916254494
1996-11-03,6,11,44,1,Spring,5,1,25.121312448649952,72.1839568275986,393.7446504455486,1.093754836462975,21,2,807,850,120,180,360,Government,805.0,807.0,770.0,773.0,790.0,45.16635916254494
1996-11-04,0,11,45,0,Spring,5,1,27.428450286046985,34.30828902687871,350.9466349969988,1.8595465637687874,25,1,807,850,120,180,360,Government,807.0,761.0,807.0,779.5714285714286,790.0,46.45735371591584
1996-11-05,1,11,45,0,Spring,5,1,31.911576178966065,53.28392143055002,235.29074712142082,0.6409373273423258,35,1,676,850,120,180,360,Government,807.0,721.0,807.0,773.1428571428571,780.6428571428571,57.67272195018078
1996-11-06,2,11,45,0,Spring,2,1,23.92691912690541,68.80225648656544,339.63845008235484,1.585450031464319,75,4,807,850,120,180,360,Government,676.0,703.0,807.0,788.0,780.6428571428571,49.39298195762906
1996-11-07,3,11,45,0,Spring,2,1,22.76602558842725,57.18907711116571,369.73444735812745,0.6241796877930206,21,1,803,850,120,180,360,Government,807.0,807.0,807.0,787.4285714285714,780.3571428571429,49.15911967904888
1996-11-08,4,11,45,0,Spring,2,1,23.992971825661854,52.10808454990135,249.38000701971438,0.7314320428874937,37,1,690,850,120,180,360,Government,803.0,807.0,807.0,770.7142857142857,772.0,60.07416051768657
1996-11-09,5,11,45,1,Spring,2,1,29.661608470808297,38.378196236457256,226.6673315540613,0.4711718318673085,38,2,673,850,120,180,360,Government,690.0,805.0,807.0,751.8571428571429,762.4285714285714,67.74567285425843
1996-11-10,6,11,45,1,Spring,2,1,27.315004438638738,33.41876973718755,273.14497388048886,0.12592074666393177,50,3,752,850,120,180,360,Government,673.0,807.0,807.0,744.0,758.5,63.32982446420238
1996-11-11,0,11,46,0,Spring,2,1,23.880959184931847,59.24060130701103,270.62480581356135,0.6450584961876943,5,1,770,850,120,180,360,Government,752.0,807.0,761.0,738.7142857142857,759.1428571428571,58.559696850633685
1996-11-12,1,11,46,0,Spring,2,1,28.053069732453423,68.07376688929936,329.77592885814795,3.0335533885419603,40,2,807,850,120,180,360,Government,770.0,676.0,721.0,757.4285714285714,765.2857142857143,56.05609435454573
1996-11-13,2,11,46,0,Spring,2,1,26.388310197392162,44.73380011426194,282.7319720822519,1.2378693713210085,33,1,682,850,120,180,360,Government,807.0,807.0,703.0,739.5714285714286,763.7857142857143,57.52349416501403
1996-11-14,3,11,46,0,Spring,2,1,29.874579962131556,36.331261908603786,240.36885848144084,1.1010704234465911,35,3,757,850,120,180,360,Government,682.0,803.0,807.0,733.0,760.2142857142857,51.367953693588866
1996-11-15,4,11,46,0,Spring,2,1,23.19178762449059,20.501966833411778,214.07952747209754,0.8247078921326315,55,3,807,850,120,180,360,Government,757.0,690.0,807.0,749.7142857142857,760.2142857142857,54.0114626282062
1996-11-16,5,11,46,1,Spring,2,1,24.68935141360893,38.230821876049546,323.2817092409837,0.3420565244207809,38,2,705,850,120,180,360,Government,807.0,673.0,805.0,754.2857142857143,753.0714285714286,47.38394343275066
1996-11-17,6,11,46,1,Spring,2,1,24.431567387471368,48.63611789001152,309.97556205821246,0.1486928516161336,50,3,779,850,120,180,360,Government,705.0,752.0,807.0,758.1428571428571,751.0714285714286,48.25774055847976
1996-11-18,0,11,47,0,Spring,2,1,20.145940207471526,69.18947889004082,333.0279939045909,0.2034510707322011,31,1,774,850,120,180,360,Government,779.0,770.0,807.0,758.7142857142857,748.7142857142857,48.44486311163218
1996-11-19,1,11,47,0,Spring,2,1,27.184481108258304,58.07760430679562,231.5906624639453,0.005073726864769248,9,1,807,850,120,180,360,Government,774.0,807.0,676.0,758.7142857142857,758.0714285714286,48.44486311163218
1996-11-20,2,11,47,0,Spring,2,1,27.044221088719556,53.661024856481035,371.9218449764165,0.8954122923543344,34,1,696,850,120,180,360,Government,807.0,682.0,807.0,760.7142857142857,750.1428571428571,44.90996283570918
1996-11-21,3,11,47,0,Spring,2,1,26.020453826569845,45.19856406438643,192.81527464713815,1.3365297950971695,28,3,807,850,120,180,360,Government,696.0,757.0,803.0,767.8571428571429,750.4285714285714,48.08474661618666
1996-11-22,4,11,47,0,Spring,2,1,25.06165146649941,43.00201139292852,315.48005107007396,0.2505764447953222,25,2,764,850,120,180,360,Government,807.0,807.0,690.0,761.7142857142857,755.7142857142857,44.891403355632725
1996-11-23,5,11,47,1,Spring,2,1,20.338517031798343,66.86777117009557,184.52086164015492,0.07707692468075754,5,1,664,850,120,180,360,Government,764.0,705.0,673.0,755.8571428571429,755.0714285714286,55.04976103922895
1996-11-24,6,11,47,1,Spring,2,1,24.317418708938565,52.40886248910067,240.4834309150766,0.3272497372189062,2,4,807,850,120,180,360,Government,664.0,779.0,752.0,759.8571428571429,759.0,57.95236138826622
1996-11-25,0,11,48,0,Spring,2,1,24.62914193389292,24.768791696947737,358.05114652239797,0.2763068366719708,4,4,807,850,120,180,360,Government,807.0,774.0,770.0,764.5714285714286,761.6428571428571,60.5773806599383
1996-11-26,1,11,48,0,Spring,2,1,22.790890923113523,41.91752422523309,321.5682127237995,0.47954532381840037,33,2,783,850,120,180,360,Government,807.0,807.0,807.0,761.1428571428571,759.9285714285714,58.41640343667358
1996-11-27,2,11,48,0,Spring,2,1,25.354857153335963,39.701407618740475,252.6889792256409,0.24533106450383702,48,3,807,850,120,180,360,Government,783.0,696.0,682.0,777.0,768.8571428571429,52.55790457517644
1996-11-28,3,11,48,0,Spring,2,1,27.616203427258153,43.44483188987042,254.0581478589156,0.33208842723782367,5,1,753,850,120,180,360,Government,807.0,807.0,757.0,769.2857142857143,768.5714285714286,51.37027118776756
1996-11-29,4,11,48,0,Spring,2,1,33.54474360484212,56.75492792342102,285.0311055417721,1.9049112152559031,3,2,807,850,120,180,360,Government,753.0,764.0,807.0,775.4285714285714,768.5714285714286,53.172226907340765
1996-11-30,5,11,48,1,Spring,2,1,26.698311251327357,48.71066141846901,305.70704953803613,0.32617654346547975,33,1,674,850,120,180,360,Government,807.0,664.0,705.0,776.8571428571429,766.3571428571429,49.70053175915602
1996-12-01,6,12,48,1,Winter,0,0,19.030201562891055,57.23134592996338,312.5789691341348,2.3092945171386563,45,2,807,850,120,180,360,Government,674.0,807.0,779.0,776.8571428571429,768.3571428571429,49.70053175915602
1996-12-02,0,12,49,0,Winter,0,0,17.702216336935333,71.13473161325237,227.18829976957528,1.4745823928844992,0,2,807,850,120,180,360,Government,807.0,807.0,774.0,776.8571428571429,770.7142857142857,49.70053175915602
1996-12-03,1,12,49,0,Winter,0,0,10.324915138803835,51.03538910213312,169.41074682563993,0.6176879987802482,30,1,767,850,120,180,360,Government,807.0,783.0,807.0,774.5714285714286,767.8571428571429,49.73884177333043
1996-12-04,2,12,49,0,Winter,0,0,17.893944498203133,76.6419952588735,257.848431352438,2.5538788728310373,38,2,766,850,120,180,360,Government,767.0,807.0,696.0,768.7142857142857,772.8571428571429,47.65401097394406
1996-12-05,3,12,49,0,Winter,0,0,18.240920839764104,51.28692408628914,227.12845812458025,1.3560840835211367,49,3,807,850,120,180,360,Government,766.0,753.0,807.0,776.4285714285714,772.8571428571429,49.03691515194515
1996-12-06,4,12,49,0,Winter,0,0,27.852968449941145,58.89198196612571,184.96831476257765,0.012984125441163145,28,2,779,850,120,180,360,Government,807.0,807.0,764.0,772.4285714285714,773.9285714285714,47.236487107804
1996-12-07,5,12,49,1,Winter,0,0,17.23055614087551,55.18796404597233,264.8834457656397,0.10680615278225059,50,2,807,850,120,180,360,Government,779.0,674.0,664.0,791.4285714285714,784.1428571428571,19.86502070522633
1996-12-08,6,12,49,1,Winter,0,0,19.20618936933445,59.23419133500961,239.34431229536054,2.095363098879903,33,3,726,850,120,180,360,Government,807.0,807.0,807.0,779.8571428571429,778.3571428571429,30.190663962162404
1996-12-09,0,12,50,0,Winter,0,0,17.861152921179027,62.445919950731295,265.32561032348974,0.887315602669772,2,4,807,850,120,180,360,Government,726.0,807.0,807.0,779.8571428571429,778.3571428571429,30.190663962162404
1996-12-10,1,12,50,0,Winter,0,0,13.325287849521871,62.338352400888766,205.27778999064097,0.7800715039773758,33,3,807,850,120,180,360,Government,807.0,767.0,783.0,785.5714285714286,780.0714285714286,31.122645254204695
1996-12-11,2,12,50,0,Winter,0,0,22.571291258060082,50.4688266937942,274.3355265162749,0.23643261785883324,4,3,807,850,120,180,360,Government,807.0,766.0,807.0,791.4285714285714,780.0714285714286,30.680379956671644
1996-12-12,3,12,50,0,Winter,0,0,21.007732130747097,46.77085322552429,184.14509016225108,0.2567494817895617,50,2,735,850,120,180,360,Government,807.0,807.0,753.0,781.1428571428571,778.7857142857143,36.16825759063983
1996-12-13,4,12,50,0,Winter,0,0,21.164127788172188,83.03171790905711,208.61343051517085,2.397394255967587,42,2,740,850,120,180,360,Government,735.0,779.0,807.0,775.5714285714286,774.0,39.411745892382505
1996-12-14,5,12,50,1,Winter,0,0,14.362450180821044,53.160156603994466,237.85428844563612,2.6492878891570415,45,3,807,850,120,180,360,Government,740.0,807.0,674.0,775.5714285714286,783.5,39.411745892382505
1996-12-15,6,12,50,1,Winter,0,0,23.611177243744397,64.99212438671987,337.0909207479857,1.2314794893981462,43,3,807,850,120,180,360,Government,807.0,726.0,807.0,787.1428571428571,783.5,33.94322991618328
1996-12-16,0,12,51,0,Winter,0,0,12.392595748830876,41.92358689476803,289.2412684274247,0.5246081746642492,29,1,807,850,120,180,360,Government,807.0,807.0,807.0,787.1428571428571,783.5,33.94322991618328
1996-12-17,1,12,51,0,Winter,0,0,20.34742837520108,55.203872800953235,303.8596252133895,4.047910765713794,15,3,807,850,120,180,360,Government,807.0,807.0,767.0,787.1428571428571,786.3571428571429,33.94322991618328
1996-12-18,2,12,51,0,Winter,0,0,26.761822503239912,56.72800616017557,320.85385166715724,1.4670991749681583,36,3,807,850,120,180,360,Government,807.0,807.0,766.0,787.1428571428571,789.2857142857143,33.94322991618328
1996-12-19,3,12,51,0,Winter,0,0,14.037854699477247,62.72815069927832,430.1416067905437,2.389181840642771,43,2,807,850,120,180,360,Government,807.0,735.0,807.0,797.4285714285714,789.2857142857143,25.323619691618784
